File_accession	File_format	File_type	File_format_type	Output_type	File_assembly	Experiment_accession	Assay	Donor(s)	Biosample_term_id	Biosample_term_name	Biosample_type	Biosample_organism	Biosample_treatments	Biosample_treatments_amount	Biosample_treatments_duration	Biosample_genetic_modifications_methods	Biosample_genetic_modifications_categories	Biosample_genetic_modifications_targets	Biosample_genetic_modifications_gene_targets	Biosample_genetic_modifications_site_coordinates	Biosample_genetic_modifications_zygosity	Experiment_target	Library_made_from	Library_depleted_in	Library_extraction_method	Library_lysis_method	Library_crosslinking_method	Library_strand_specific	Experiment_date_released	Project	RBNS_protein_concentration	Library_fragmentation_method	Library_size_range	Biological_replicate(s)	Technical_replicate(s)	Read_length	Mapped_read_length	Run_type	Paired_end	Paired_with	Index_of	Derived_from	Size	Lab	md5sum	dbxrefs	File_download_URL	Genome_annotation	Platform	Controlled_by	File_Status	s3_uri	Azure_URL	File_analysis_title	File_analysis_status	Audit_WARNING	Audit_NOT_COMPLIANT	Audit_ERROR
ENCFF965LFO	bam	bam		unfiltered_alignments	GRCh38	ENCSR774NRD	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K9me3-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_1,_1_2		76					/files/ENCFF799ZPC/,_/files/ENCFF643CGH/,_/files/ENCFF665VNW/,_/files/ENCFF119DAD/,_/files/ENCFF464TMI/	4585778646	ENCODE_Processing_Pipeline	08736f11bdad8f16c81de5920a2f7fee		https://www.encodeproject.org/files/ENCFF965LFO/@@download/ENCFF965LFO.bam				released	s3://encode-public/2019/07/17/f64e840e-8a68-4217-a667-b42d292d65d0/ENCFF965LFO.bam	https://datasetencode.blob.core.windows.net/dataset/2019/07/17/f64e840e-8a68-4217-a667-b42d292d65d0/ENCFF965LFO.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived			
ENCFF436AZY	bam	bam		alignments	GRCh38	ENCSR774NRD	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K9me3-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_1,_1_2		76					/files/ENCFF799ZPC/,_/files/ENCFF643CGH/,_/files/ENCFF665VNW/,_/files/ENCFF119DAD/,_/files/ENCFF464TMI/	3574006549	ENCODE_Processing_Pipeline	2eac901335096113eccd8a43f604baf1		https://www.encodeproject.org/files/ENCFF436AZY/@@download/ENCFF436AZY.bam				released	s3://encode-public/2019/07/17/9d6f2866-3231-4f3b-ab3c-653068d934f9/ENCFF436AZY.bam	https://datasetencode.blob.core.windows.net/dataset/2019/07/17/9d6f2866-3231-4f3b-ab3c-653068d934f9/ENCFF436AZY.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived			
ENCFF554RKA	bed_narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR774NRD	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K9me3-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF436AZY/,_/files/ENCFF535IMT/	1952934	ENCODE_Processing_Pipeline	a42d6bcacffa2630e0a64a000f3fa1ac		https://www.encodeproject.org/files/ENCFF554RKA/@@download/ENCFF554RKA.bed.gz				released	s3://encode-public/2019/07/24/0da7cf7f-2a01-4e4f-b714-58d374482f6a/ENCFF554RKA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/0da7cf7f-2a01-4e4f-b714-58d374482f6a/ENCFF554RKA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived			
ENCFF056ZTW	bigBed_narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR774NRD	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K9me3-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF554RKA/	5037245	ENCODE_Processing_Pipeline	6e8307d7c87bc04582ff8208cb6a3f70		https://www.encodeproject.org/files/ENCFF056ZTW/@@download/ENCFF056ZTW.bigBed				released	s3://encode-public/2019/07/24/3fd8279e-2308-49fe-97ab-5a6e9da10d16/ENCFF056ZTW.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/3fd8279e-2308-49fe-97ab-5a6e9da10d16/ENCFF056ZTW.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived			
ENCFF294NIC	bigWig	bigWig		signal_p-value	GRCh38	ENCSR774NRD	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K9me3-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF436AZY/,_/files/ENCFF535IMT/	1349442864	ENCODE_Processing_Pipeline	d512cb49e3f293dc9ed0b158c5ec7ec7		https://www.encodeproject.org/files/ENCFF294NIC/@@download/ENCFF294NIC.bigWig				released	s3://encode-public/2019/07/24/9c41b07d-81ab-4424-98f7-426b7c2d8b3c/ENCFF294NIC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/9c41b07d-81ab-4424-98f7-426b7c2d8b3c/ENCFF294NIC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived			
ENCFF105HEN	bigWig	bigWig		fold_change_over_control	GRCh38	ENCSR774NRD	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K9me3-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF436AZY/,_/files/ENCFF535IMT/	1615148680	ENCODE_Processing_Pipeline	ab37e366db0ac04d4bbb51ef0386558f		https://www.encodeproject.org/files/ENCFF105HEN/@@download/ENCFF105HEN.bigWig				released	s3://encode-public/2019/07/24/69d285b8-bb37-4a37-b663-9ee43f57ae5c/ENCFF105HEN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/69d285b8-bb37-4a37-b663-9ee43f57ae5c/ENCFF105HEN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived			
ENCFF393UFH	bigBed_narrowPeak	bigBed	narrowPeak	pseudoreplicated_peaks	GRCh38	ENCSR774NRD	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K9me3-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF199EVV/	856392	ENCODE_Processing_Pipeline	b1f653bbd01b3cff7198afad7f2e69fb		https://www.encodeproject.org/files/ENCFF393UFH/@@download/ENCFF393UFH.bigBed				released	s3://encode-public/2019/07/24/cfdc025a-614e-4cbf-9d47-71533b4507fe/ENCFF393UFH.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/cfdc025a-614e-4cbf-9d47-71533b4507fe/ENCFF393UFH.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived			
ENCFF199EVV	bed_narrowPeak	bed	narrowPeak	pseudoreplicated_peaks	GRCh38	ENCSR774NRD	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K9me3-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF554RKA/	311655	ENCODE_Processing_Pipeline	7e7666a391b893b6534058f95eeea133		https://www.encodeproject.org/files/ENCFF199EVV/@@download/ENCFF199EVV.bed.gz				released	s3://encode-public/2019/07/24/d2290338-85b4-412e-8358-d136ad50d89d/ENCFF199EVV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/d2290338-85b4-412e-8358-d136ad50d89d/ENCFF199EVV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived			
ENCFF287TDH	bed_narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR774NRD	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K9me3-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF349BOR/,_/files/ENCFF690BQW/	1116965	ENCODE_Processing_Pipeline	439ba09c4f598777b21a3b847c51779b		https://www.encodeproject.org/files/ENCFF287TDH/@@download/ENCFF287TDH.bed.gz				released	s3://encode-public/2019/07/24/3ccb9273-fec9-4431-8b13-97afd8f0d770/ENCFF287TDH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/3ccb9273-fec9-4431-8b13-97afd8f0d770/ENCFF287TDH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived			
ENCFF438XBN	bigBed_narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR774NRD	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K9me3-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF287TDH/	2879971	ENCODE_Processing_Pipeline	f26bebf52745019b13318224c3529aaa		https://www.encodeproject.org/files/ENCFF438XBN/@@download/ENCFF438XBN.bigBed				released	s3://encode-public/2019/07/24/801cbd30-9d12-4820-8b60-f0fceaaf8ed4/ENCFF438XBN.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/801cbd30-9d12-4820-8b60-f0fceaaf8ed4/ENCFF438XBN.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived			
ENCFF925APW	bigWig	bigWig		signal_p-value	hg19	ENCSR774NRD	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K9me3-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF349BOR/,_/files/ENCFF690BQW/	1673472036	ENCODE_Processing_Pipeline	e573737e6bb281ac96f347bc2ae6c5c6		https://www.encodeproject.org/files/ENCFF925APW/@@download/ENCFF925APW.bigWig				released	s3://encode-public/2019/07/24/9ccd8c33-99ef-4e55-bb05-92b19562253a/ENCFF925APW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/9ccd8c33-99ef-4e55-bb05-92b19562253a/ENCFF925APW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived			
ENCFF331MNR	bigWig	bigWig		fold_change_over_control	hg19	ENCSR774NRD	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K9me3-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF349BOR/,_/files/ENCFF690BQW/	1668817573	ENCODE_Processing_Pipeline	a6a8201f7bc6891446ab87a34a86b9c8		https://www.encodeproject.org/files/ENCFF331MNR/@@download/ENCFF331MNR.bigWig				released	s3://encode-public/2019/07/24/98d51188-179c-4787-98c0-e1d8f8910029/ENCFF331MNR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/98d51188-179c-4787-98c0-e1d8f8910029/ENCFF331MNR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived			
ENCFF775UVG	bed_narrowPeak	bed	narrowPeak	pseudoreplicated_peaks	hg19	ENCSR774NRD	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K9me3-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF287TDH/	309794	ENCODE_Processing_Pipeline	da7a6ebd71967e0aaecffeb95d524b7b		https://www.encodeproject.org/files/ENCFF775UVG/@@download/ENCFF775UVG.bed.gz				released	s3://encode-public/2019/07/24/1105de30-0b14-4e92-a161-0eea244cad3f/ENCFF775UVG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/1105de30-0b14-4e92-a161-0eea244cad3f/ENCFF775UVG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived			
ENCFF684NCQ	bigBed_narrowPeak	bigBed	narrowPeak	pseudoreplicated_peaks	hg19	ENCSR774NRD	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K9me3-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF775UVG/	799322	ENCODE_Processing_Pipeline	7bfbf7e9e173a2f023c5674ab1cd1658		https://www.encodeproject.org/files/ENCFF684NCQ/@@download/ENCFF684NCQ.bigBed				released	s3://encode-public/2019/07/24/1e5f4f5a-a73a-4812-be40-263728a63c8a/ENCFF684NCQ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/1e5f4f5a-a73a-4812-be40-263728a63c8a/ENCFF684NCQ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived			
ENCFF799ZPC	fastq	fastq		reads		ENCSR774NRD	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K9me3-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_1	76		single-ended					1580301085	Bradley_Bernstein,_Broad	63963fb941ac108bbc6c488d1216ae5a	SRA:SRR10838406	https://www.encodeproject.org/files/ENCFF799ZPC/@@download/ENCFF799ZPC.fastq.gz		Illumina_HiSeq_2500		released	s3://encode-public/2017/12/06/8ec92387-e1b7-4a76-ad06-fdec093d1525/ENCFF799ZPC.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/06/8ec92387-e1b7-4a76-ad06-fdec093d1525/ENCFF799ZPC.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing_controlled_by		
ENCFF119DAD	fastq	fastq		reads		ENCSR774NRD	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K9me3-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_1	76		single-ended					1521779709	Bradley_Bernstein,_Broad	c4dd1bb4c2fb53d51f5efd829c2d81a2	SRA:SRR10838407	https://www.encodeproject.org/files/ENCFF119DAD/@@download/ENCFF119DAD.fastq.gz		Illumina_HiSeq_2500		released	s3://encode-public/2017/12/06/2a2f3452-bc7b-4d76-888a-3e4b3e1adc7b/ENCFF119DAD.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/06/2a2f3452-bc7b-4d76-888a-3e4b3e1adc7b/ENCFF119DAD.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing_controlled_by		
ENCFF981YYY	bigWig	bigWig		fold_change_over_control	GRCh38	ENCSR774NRD	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K9me3-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF662QPM/,_/files/ENCFF076ONX/	1638378473	ENCODE_Processing_Pipeline	4039fc6a4c7491c282bbef9b7b3a3d97		https://www.encodeproject.org/files/ENCFF981YYY/@@download/ENCFF981YYY.bigWig				released	s3://encode-public/2020/09/21/97cb9273-6ecd-421f-815a-772d681e5f11/ENCFF981YYY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/21/97cb9273-6ecd-421f-815a-772d681e5f11/ENCFF981YYY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4_v1.5.1_GRCh38	released			
ENCFF037QHZ	bam	bam		unfiltered_alignments	GRCh38	ENCSR774NRD	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K9me3-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_1,_1_2		76					/files/ENCFF119DAD/,_/files/ENCFF464TMI/,_/files/ENCFF110MCL/,_/files/ENCFF799ZPC/,_/files/ENCFF665VNW/	4584729984	ENCODE_Processing_Pipeline	cf7517715b49d7a305c11e406f53524f		https://www.encodeproject.org/files/ENCFF037QHZ/@@download/ENCFF037QHZ.bam				released	s3://encode-public/2020/09/21/35bbceb5-5723-45a6-9fb5-f82dbf596396/ENCFF037QHZ.bam	https://datasetencode.blob.core.windows.net/dataset/2020/09/21/35bbceb5-5723-45a6-9fb5-f82dbf596396/ENCFF037QHZ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4_v1.5.1_GRCh38	released			
ENCFF340DYP	bigBed_narrowPeak	bigBed	narrowPeak	pseudoreplicated_peaks	GRCh38	ENCSR774NRD	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K9me3-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF550CSC/	855168	ENCODE_Processing_Pipeline	fa0d4f99939a564ec99429087796fcf3		https://www.encodeproject.org/files/ENCFF340DYP/@@download/ENCFF340DYP.bigBed				released	s3://encode-public/2020/09/21/ed781556-efeb-4a1b-be03-2c94b2ea2a3c/ENCFF340DYP.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/21/ed781556-efeb-4a1b-be03-2c94b2ea2a3c/ENCFF340DYP.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4_v1.5.1_GRCh38	released			
ENCFF323QXB	fastq	fastq		reads		ENCSR883DDV	Control_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens											DNA				formaldehyde		2017-02-02	ENCODE		sonication_(generic)		1	1_1	76		paired-ended	1	/files/ENCFF291KWD/			6225258731	Richard_Myers,_HAIB	43b439492c91572c9fb922b0c5a09746	SRA:SRR8660292	https://www.encodeproject.org/files/ENCFF323QXB/@@download/ENCFF323QXB.fastq.gz		Illumina_HiSeq_2000		released	s3://encode-public/2017/01/31/0c2bc3d9-17f0-401c-8279-815986a4186d/ENCFF323QXB.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/01/31/0c2bc3d9-17f0-401c-8279-815986a4186d/ENCFF323QXB.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					
ENCFF291KWD	fastq	fastq		reads		ENCSR883DDV	Control_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens											DNA				formaldehyde		2017-02-02	ENCODE		sonication_(generic)		1	1_1	76		paired-ended	2	/files/ENCFF323QXB/			6458841769	Richard_Myers,_HAIB	4ad086caa631a90d1c2ac646b490ff87	SRA:SRR8660292	https://www.encodeproject.org/files/ENCFF291KWD/@@download/ENCFF291KWD.fastq.gz		Illumina_HiSeq_2000		released	s3://encode-public/2017/02/01/8dcfb423-2b55-4dad-aeb2-ea87cb8ce074/ENCFF291KWD.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/01/8dcfb423-2b55-4dad-aeb2-ea87cb8ce074/ENCFF291KWD.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					
ENCFF535HQU	bam	bam		unfiltered_alignments	hg19	ENCSR883DDV	Control_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens											DNA				formaldehyde		2017-02-02	ENCODE		sonication_(generic)		1	1_1		76					/files/ENCFF323QXB/,_/files/ENCFF807MUK/,_/files/ENCFF291KWD/	14614278411	ENCODE_Processing_Pipeline	10e6a3b62fc11bd26f7504ef3b8b025e		https://www.encodeproject.org/files/ENCFF535HQU/@@download/ENCFF535HQU.bam				released	s3://encode-public/2017/02/02/4c718b30-c82d-4c1a-ab27-1296b2dcd963/ENCFF535HQU.bam	https://datasetencode.blob.core.windows.net/dataset/2017/02/02/4c718b30-c82d-4c1a-ab27-1296b2dcd963/ENCFF535HQU.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived			
ENCFF559IFX	bam	bam		alignments	hg19	ENCSR883DDV	Control_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens											DNA				formaldehyde		2017-02-02	ENCODE		sonication_(generic)		1	1_1		76					/files/ENCFF323QXB/,_/files/ENCFF807MUK/,_/files/ENCFF291KWD/	8116971581	ENCODE_Processing_Pipeline	35a5e7a948dded90c96b29a959d99eb4		https://www.encodeproject.org/files/ENCFF559IFX/@@download/ENCFF559IFX.bam				released	s3://encode-public/2017/02/02/71c6283a-464a-42ff-85c1-0f3e7fa5143f/ENCFF559IFX.bam	https://datasetencode.blob.core.windows.net/dataset/2017/02/02/71c6283a-464a-42ff-85c1-0f3e7fa5143f/ENCFF559IFX.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived			
ENCFF542OIG	bam	bam		unfiltered_alignments	GRCh38	ENCSR883DDV	Control_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens											DNA				formaldehyde		2017-02-02	ENCODE		sonication_(generic)		1	1_1		76					/files/ENCFF323QXB/,_/files/ENCFF291KWD/,_/files/ENCFF643CGH/	14693051251	ENCODE_Processing_Pipeline	903f266352028b1bd3ca89a4e185d307		https://www.encodeproject.org/files/ENCFF542OIG/@@download/ENCFF542OIG.bam				released	s3://encode-public/2017/02/02/e0e446b4-502c-49ac-89a3-d165b8db227b/ENCFF542OIG.bam	https://datasetencode.blob.core.windows.net/dataset/2017/02/02/e0e446b4-502c-49ac-89a3-d165b8db227b/ENCFF542OIG.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived			
ENCFF207QPG	bam	bam		alignments	GRCh38	ENCSR883DDV	Control_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens											DNA				formaldehyde		2017-02-02	ENCODE		sonication_(generic)		1	1_1		76					/files/ENCFF323QXB/,_/files/ENCFF291KWD/,_/files/ENCFF643CGH/	8135118021	ENCODE_Processing_Pipeline	9c7e2ee5fa9a14b8eaffb8dc23a9921f		https://www.encodeproject.org/files/ENCFF207QPG/@@download/ENCFF207QPG.bam				released	s3://encode-public/2017/02/02/6173a6a0-61d8-4b3b-9f04-aee85c3c4639/ENCFF207QPG.bam	https://datasetencode.blob.core.windows.net/dataset/2017/02/02/6173a6a0-61d8-4b3b-9f04-aee85c3c4639/ENCFF207QPG.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived			
ENCFF440YIR	bam	bam		alignments	GRCh38	ENCSR883DDV	Control_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens											DNA				formaldehyde		2017-02-02	ENCODE		sonication_(generic)		1	1_1		76					/files/ENCFF110MCL/,_/files/ENCFF323QXB/,_/files/ENCFF291KWD/	7796795513	ENCODE_Processing_Pipeline	c147588172cc63fa1dcdaa4df0ed92fa		https://www.encodeproject.org/files/ENCFF440YIR/@@download/ENCFF440YIR.bam				released	s3://encode-public/2020/06/06/70300998-fe5f-466a-af09-de3b9ab31c59/ENCFF440YIR.bam	https://datasetencode.blob.core.windows.net/dataset/2020/06/06/70300998-fe5f-466a-af09-de3b9ab31c59/ENCFF440YIR.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4_v1.4.0_GRCh38	released			
ENCFF719FHG	bam	bam		unfiltered_alignments	GRCh38	ENCSR883DDV	Control_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens											DNA				formaldehyde		2017-02-02	ENCODE		sonication_(generic)		1	1_1		76					/files/ENCFF110MCL/,_/files/ENCFF323QXB/,_/files/ENCFF291KWD/	14853360821	ENCODE_Processing_Pipeline	ad3e69e2a8d859b82dc49508c8852ce2		https://www.encodeproject.org/files/ENCFF719FHG/@@download/ENCFF719FHG.bam				released	s3://encode-public/2020/06/06/a59073b1-d1a2-45bf-ac7b-ec589ba65a90/ENCFF719FHG.bam	https://datasetencode.blob.core.windows.net/dataset/2020/06/06/a59073b1-d1a2-45bf-ac7b-ec589ba65a90/ENCFF719FHG.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4_v1.4.0_GRCh38	released			
